added_date,modified_date,agency_id,company_id,reservation_id,created_date,rate_offers,lqr,booking_source,check_in,check_out,nights,hotel_name,hotel_latitude,hotel_longitude,hotel_brand_code,hotel_brand_name,hotel_chain_name,hotel_chain_ticker_symbol,hotel_stars,hotel_address,hotel_city,hotel_state,hotel_postal_code,hotel_country,nightly_rate_usd,total_cost_usd,nightly_rate_native,total_cost_native,currency_code,start_commission_info,start_cancel_policy,start_rate_type,start_room_type,start_bed_type,start_amenities,gic_sector,cancel_date
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,518C05C24F6C1EA4E5B7719963F02515D94CD649,C18F330C7B6FA5391C85F110C5A90B67BF08A626,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-08,3,Charlotte-Residence Inn Charlotte Steele Creek,35.16483,-80.97167,RC,Residence Inn By Marriott,Marriott,MAR,3.0,5110 Trojan Drive,Charlotte,NC,28278,US,224.74,674.21,224.74,674.21,USD,Non-commissionable,1 Day Before Checkin,Chainwide,,"King,","Free Wifi,",Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,841FCA66A14F915B73114E048FC3DE6741AB3CE6,C18046E39A5A7943C26851FCF21F3A4539254812,2022-12-04,0,0.0,Sabre,2022-12-06,2022-12-08,2,West Conshohocken-Philadelphia Marriott West,40.06827,-75.30977,MC,"Marriott Hotels, Resorts, And Suites",Marriott,MAR,3.0,111 Crawford Avenue,West Conshohocken,PA,19428,US,179.0,358.0,179.0,358.0,USD,Non-commissionable,1 Day Before Checkin,Chainwide,Standard,"King,","Free Wifi,",Industrials,
2022-12-05 09:00:00 +0000,2022-12-05 09:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,C1614821E61407A6CF2AE42AEECADB70643EE0FE,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-08,3,Denver-Four Seasons Denver,39.74632,-104.99846,FS,Four Seasons,Four Seasons,MGM,5.0,1111 14th Street,Denver,CO,80202,US,268.0,804.0,268.0,804.0,USD,Commissionable,Day Of Checkin,Flat,Standard,"Two Double,","Free Wifi,",Industrials,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,A5A5D4744286E9B433873EBE5AC5E355F5736CAC,C15E96DA9B0095F288B477F7091CC59366EF9D9E,2022-12-04,0,0.0,Galileo,2022-12-06,2022-12-07,1,"Mumbai-Itc Maratha, Mumbai",19.115,72.8824,LC,The Luxury Collection,Marriott,MAR,5.0,"Sahar Airport Road, Near International Airport",Mumbai,,400099,IN,129.99,129.99,10561.0,10561.0,INR,Commissionable,,Flat,,"King,","Free Wifi, Free Breakfast, Free Parking, Concierge,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,841FCA66A14F915B73114E048FC3DE6741AB3CE6,C10323817D703C7992EBD95A752715AB9DB79E70,2022-12-04,0,0.0,Sabre,2022-12-04,2022-12-07,3,New York City-Walker Hotel Tribeca,40.7185,-74.0025,YX,Synxis,Independent,,3.5,77 Walker Street,New York City,NY,10013,US,377.0,1131.0,377.0,1131.0,USD,Commissionable,1 Day Before Checkin,Standard,Standard,"Twin,",,Industrials,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,6E54BAD0A8617EE2C7B472663D4927C48CF8BF2D,C0E6E1E13B66A22E30630A7B1CBED91001D312CC,2022-12-04,0,0.0,Amadeus,2022-12-07,2022-12-08,1,"Podtsrana - Split-Le Meridien Lav, Split",43.493,16.53885,MD,Le Meridien,Marriott,MAR,5.0,"Grljevacka, 2a",Podtsrana - Split,,21312,HR,98.29,98.29,92.98,92.98,EUR,Commissionable,,Standard,Standard,"Double,",,Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,6A8AD624BDF52C66AD2B757234C82A74328BA36B,C0E37806EDCD68B97FCD54435F8BC82EB08F4E85,2022-12-04,0,0.0,Chn,2022-12-05,2022-12-07,2,Guangzhou-Sheraton Guangzhou Hotel,23.13627,113.31687,SI,Sheraton Hotels And Resorts,Marriott,MAR,5.0,208 Tianhe Road,Guangzhou,,,CN,74.02,148.05,520.0,1040.0,CNY,Non-commissionable,Day Of Checkin,Standard,Standard,,,Information Technology,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,4314323612DF057D48AD51163E4811124C903BE5,C0DA755ED424ECCCBB45FC3A9450CCD50B1E2EC5,2022-12-04,0,190.0,Sabre,2022-12-07,2022-12-08,1,Colombo-Shangri La Colombo,6.9277,79.8446,SG,Shangri-la Hotels And Resorts,Shangri-la Hotels And Resorts,0069.HK,5.0,No 01 Centre Road,Colombo,,00200,LK,120.0,120.0,120.0,120.0,USD,Commissionable,Day Of Checkin,Flat,Standard,"King,","Free Wifi, Free Breakfast, Free Parking,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-12 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,595584E416B40BF05239FBB019DB77B3481C23D3,C0CB9AA9F8F04F1FD8775D60FF61A3425901C39E,2022-12-04,0,279.0,Sabre,2022-12-13,2022-12-15,2,Reston-Hyatt Regency Reston,38.95862,-77.35543,HY,Hyatt Hotels And Resorts,Hyatt,H,4.0,1800 Presidents St,Reston,VA,20190,US,189.0,378.0,189.0,378.0,USD,Non-commissionable,1 Day Before Checkin,Flat,Standard,"Two Double,","Free Wifi,",Information Technology,2022-12-11
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,2C5618E1E93701670E8F80D58CC22E993412AD11,C0A01F6B86F67EF7C6B2B7A8A55B0BB01E5901BA,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-07,2,West Springfield-Courtyard West Springfield,42.12757,-72.62576,CY,Courtyard By Marriott,Marriott,MAR,3.0,885 Riverdale Street,West Springfield,MA,01089,US,171.0,342.0,171.0,342.0,USD,Commissionable,1 Day Before Checkin,Standard,,"King,",,Communication Services,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,C09B0543A37A7AA12E71865A209562CB391BE0B6,2022-12-04,0,0.0,Sabre,2023-01-03,2023-01-05,2,New York City-The New York Edition,40.74139,-73.98759,EB,Edition Hotels,Marriott,MAR,5.0,5 Madison Avenue,New York City,NY,10010,US,445.0,890.0,445.0,890.0,USD,Commissionable,3 Days Before Checkin,Chainwide,Standard,"King,",,Industrials,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,C9EF861F30CEF14C936E3360A7488D698433685D,C08F19DBDE1D2B4632F5ABFB4E2D1E8AE1339091,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Troy-Fairfield Inn And Suites Dayton Troy,40.05256,-84.23733,FN,Fairfield Inn By Marriott,Marriott,MAR,2.5,83 Troy Town Drive,Troy,OH,45373,US,105.09,105.09,105.09,105.09,USD,Non-commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast, Free Parking,",Industrials,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,E46B7F86A0BD63E1628061221739FBE0D0713325,C077FD1EF042A9C6AACA581D1EE211218D762270,2022-12-04,0,0.0,Sabre,2022-12-07,2022-12-09,2,London-London Hilton On Park Lane Hotel,51.50542,-0.15061,HL,Hilton International,Hilton,HLT,5.0,22 Park Lane,London,,W1K 1BE,GB,252.71,505.42,205.0,410.0,GBP,Non-commissionable,1 Day Before Checkin,Flat,Standard,"King,","Free Wifi,",Financials,
2022-12-05 04:00:00 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,0EE407DE6BF82FFB31609D2BA8CD39301A75DA59,C06A42183ADB50BADD5F16C7D74CC8FC69023F77,2022-12-04,1,961.54,Amadeus,2022-12-14,2022-12-16,2,London-Rosewood London,51.5178,-0.11802,RW,Rosewood Hotels And Resorts,Rosewood,,5.0,252 High Holborn,London,,WC1V7EN,GB,383.33,766.66,311.65,623.3,GBP,Commissionable,,Standard,Standard,"Twin,",,Industrials,2022-12-05
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,C068AC1F2D5E1251D1816FD5154748AC83AA2418,2022-12-04,0,0.0,Sabre,2023-01-02,2023-01-05,3,New York City-The New York Edition,40.74139,-73.98759,EB,Edition Hotels,Marriott,MAR,5.0,5 Madison Avenue,New York City,NY,10010,US,445.0,1335.0,445.0,1335.0,USD,Commissionable,3 Days Before Checkin,Chainwide,Standard,"King,",,Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,C5C308374EBA2DDD2D444BF902D534D56843D35C,C05ED8F7396077E76467ABA271CC280AA3F3B914,2022-12-04,0,0.0,Sabre,2022-12-06,2022-12-07,1,Dubai-Four Points By Sheraton Sheikh Zayed Road Dubai,25.214,55.2761,FP,Four Points By Sheraton,Marriott,MAR,4.0,Sheikh Zayed Rd - Trade Centre - Trade Centre 1,Dubai,,116162,AE,95.29,95.29,350.0,350.0,AED,Commissionable,Day Of Checkin,Chainwide,Standard,"King,","Free Breakfast,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,841FCA66A14F915B73114E048FC3DE6741AB3CE6,C05508B000493782F02DE0E4AC2C6F3393726275,2022-12-04,0,0.0,Sabre,2022-12-12,2022-12-15,3,Palm Beach Gardens-Palm Beach Gardens Marriott,26.83874,-80.09791,MC,"Marriott Hotels, Resorts, And Suites",Marriott,MAR,3.0,4000 Rca Boulevard,Palm Beach Gardens,FL,33410,US,273.0,819.0,273.0,819.0,USD,Commissionable,2 Days Before Checkin,Standard,,"Two Queen,",,Industrials,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,A036F91BCB35ADA70AA52565B34B6A65D4E29184,C023CE9F924AADC113DCDEFE67DC49F58B77A01E,2022-12-04,0,182.64,Sabre,2022-12-08,2022-12-10,2,Hanoi-Sheraton Hanoi Hotel,21.06041,105.8309,SI,Sheraton Hotels And Resorts,Marriott,MAR,4.5,"K5 Nghi Tam, 11 Xuan Dieu Road",Hanoi,,,VN,106.71,213.42,2600000.0,5200000.0,VND,Commissionable,Day Of Checkin,Flat,,"King,","Free Wifi, Free Breakfast, Free Parking,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,2E64ABA805F1BE13DC97FB32A2FA849819DBC1FA,C0195EA9751C62BAB1261D00CEDFF17C69E0154F,2022-12-04,0,0.0,Sabre,2022-12-06,2022-12-08,2,Glendale-Residence Inn Phoenix Glendale Sports And Entertainment District,33.542135,-112.260301,RC,Residence Inn By Marriott,Marriott,MAR,3.0,7350 N. Zanjero Boulevard,Glendale,AZ,85305,US,205.0,410.0,205.0,410.0,USD,Commissionable,1 Day Before Checkin,Standard,,"King,",,,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FC82B27BB408A7CF251574F9337397A8D112D56A,C0020CB88F2D3E8CA8BE6DC8E6CC942D19C215DC,2022-12-04,0,0.0,Sabre,2022-12-15,2022-12-16,1,Washington-Fairmont Washington Dc Georgetown,38.90577,-77.05142,FA,Fairmont Hotels,Accor,AC.PA,4.0,2401 M Street Nw,Washington,DC,20037,US,239.0,239.0,239.0,239.0,USD,Non-commissionable,Day Of Checkin,Flat,Standard,"King,","Free Wifi,",,
2022-12-05 04:00:00 +0000,2022-12-07 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,23DAA6CD91ED654E69C637BF2A28CD9B9F0021C0,BFE59A6495347EB2E494C44D38C6D0729B99C470,2022-12-04,0,0.0,Sabre,2022-12-07,2022-12-08,1,Sao Paulo-Pullman Sao Paulo Ibirapuera,-23.58261,-46.65036,PU,Pullman,Accor,AC.PA,4.5,Rua Joinville 515,Sao Paulo,,4008011,BR,85.26,85.26,445.0,445.0,BRL,Non-commissionable,Day Of Checkin,Flat,Standard,"Queen,","Free Wifi, Free Breakfast,",Information Technology,2022-12-06
2022-12-05 04:00:00 +0000,2023-01-05 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,6E54BAD0A8617EE2C7B472663D4927C48CF8BF2D,BFA3CA74EF4D387C988FE6066C98859E8442EF27,2022-12-04,0,0.0,Amadeus,2023-01-16,2023-01-19,3,Frankfurt-Frankfurt Marriott Hotel,50.11396,8.65069,MC,"Marriott Hotels, Resorts, and Suites",Marriott,MAR,4.5,Hamburger Allee 2,Frankfurt,HE,60486,DE,220.24,660.73,209.01,627.03,EUR,Commissionable,,Standard,Standard,"Double,",,Industrials,2023-01-04
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BF83CEA5464351AB6FDA8EE8D851B05029DD08F4,2022-12-04,0,0.0,Sabre,2022-12-07,2022-12-08,1,Seattle-Sheraton Seattle Hotel,47.61017,-122.33357,SI,Sheraton Hotels And Resorts,Marriott,MAR,4.0,1400 6th Avenue,Seattle,WA,98101,US,167.0,167.0,167.0,167.0,USD,Commissionable,Day Of Checkin,Property Dynamic,,"King,","Free Wifi,",Industrials,
2022-12-05 04:00:00 +0000,2023-01-09 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BF72A753958227F5BD3AB5DF906D77C1F23CD66A,2022-12-04,1,798.82,Sabre,2023-01-09,2023-01-12,3,London-Rosewood London,51.5178,-0.11802,RW,Rosewood Hotels and Resorts,Rosewood,,5.0,252 High Holborn,London,,WC1V7EN,GB,375.15,1125.45,305.0,915.0,GBP,Commissionable,Day Of Checkin,Flat,Standard,"King,","Free Wifi,",Industrials,2023-01-08
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,C6B77EAE94C534D9030C587A2B491E06FE67D5F7,BF54B8CE4778C01654A8F94F28A9E2DE9941536B,2022-12-04,0,0.0,Sabre,2023-01-22,2023-01-25,3,Riyadh-Al Faisaliah Hotel Riyadh,24.6905,46.6842,MO,Mandarin Oriental Hotel Group,Mandarin Oriental Hotel Group,MAORF,5.0,King Fahad Road,Riyadh,,11491,SA,239.43,718.3,900.0,2700.0,SAR,Commissionable,Day Of Checkin,Chainwide,Standard,"King,","Free Breakfast,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,3EBC68CC8719697F13DF3286E88D87C380EB208E,BF486FDF50B3F589F4F891C9B546BAD36EF7D112,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-06,1,Gadsden-Fairfield Inn And Suites Gadsden,33.99843,-86.08859,FN,Fairfield Inn By Marriott,Marriott,MAR,2.5,116 Walker Street,Gadsden,AL,35904,US,125.0,125.0,125.0,125.0,USD,Non-commissionable,1 Day Before Checkin,Chainwide,,"Two Queen,","Free Breakfast,",Consumer Staples,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,841FCA66A14F915B73114E048FC3DE6741AB3CE6,BF1AD303C3F23879C0CDD8AC64020249FC8DB550,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-07,2,Washington-Ac Hotel By Marriott Washington Dc Capitol Hill Navy Yard,38.8801,-77.006,AR,Ac Hotels,Marriott,MAR,4.0,867 New Jersey Avenue Se,Washington,DC,20003,US,189.0,378.0,189.0,378.0,USD,Non-commissionable,Day Of Checkin,Chainwide,,"Two Queen,","Free Wifi,",Industrials,
2022-12-06 04:00:01 +0000,2023-01-04 04:00:11 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,21F4B5DC58AF5728A1B9CC5B5C64EB567C4E2390,BF1953E2320E8BEE0D6956CC91BD77A193E95ECB,2022-12-04,0,131.4,Galileo,2023-01-09,2023-01-11,2,Kuala Lumpur-Le Meridien Kuala Lumpur,3.13556,101.68679,MD,Le Meridien,Marriott,MAR,5.0,2 Jalan Stesen Sentral,Kuala Lumpur,,50470,MY,116.8,233.59,510.4,1020.8,MYR,Non-Commissionable,Day Of Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",,2023-01-03
2022-12-05 09:00:00 +0000,2022-12-05 09:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BF16792DBD91C162FCEFB7C5A86E1DFE538B3566,2022-12-04,0,0.0,Sabre,2022-12-08,2022-12-09,1,Houston-The St. Regis Houston,29.74752,-95.45104,XR,St Regis,Marriott,MAR,5.0,1919 Briar Oaks Lane,Houston,TX,77027-3408,US,286.0,286.0,286.0,286.0,USD,Commissionable,Day Of Checkin,Flat,Standard,"King,","Free Wifi,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,D817C9BD4F95B6A3151D7FE458186C879AFD67DD,BF0C8DF3BE94BF007ACD3B34A847EB70467D2ECB,2022-12-04,0,0.0,Apollo,2022-12-11,2022-12-13,2,Lenexa-Hyatt Place Kansas City/Lenexa City Center,38.9691,-94.77824,HY,Hyatt Hotels And Resorts,Hyatt,H,3.0,8741 Ryckert,Lenexa,KS,66219,US,104.15,208.3,104.15,208.3,USD,Non-commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast, Free Parking,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-07 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,4314323612DF057D48AD51163E4811124C903BE5,BF02BE0FCE91C2901E81C6F3FB96E9270123E230,2022-12-04,0,165.0,Sabre,2022-12-14,2022-12-16,2,Jakarta-Shangri La Hotel Jakarta,-6.20209,106.81876,SG,Shangri-la Hotels And Resorts,Shangri-la Hotels And Resorts,0069.HK,5.0,Kota Bni,Jakarta,,10220,ID,116.67,233.35,1800000.0,3600000.0,IDR,Commissionable,Day Of Checkin,Flat,Standard,"King,","Free Wifi, Free Breakfast, Free Parking,",Industrials,2022-12-06
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,2C5618E1E93701670E8F80D58CC22E993412AD11,BEF2F2390F5E8A9848E43C2BDE95C8B2CD594E3D,2022-12-04,0,0.0,Apollo,2022-12-08,2022-12-09,1,Kalispell-Springhill Suites Kalispell,48.24038,-114.3477,XV,Springhill Suites,Marriott,MAR,3.0,250 Old Reserve Drive,Kalispell,MT,59901,US,146.0,146.0,146.0,146.0,USD,Commissionable,1 Day Before Checkin,Standard,,"King,",,Communication Services,
2022-12-05 04:00:00 +0000,2022-12-07 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,D817C9BD4F95B6A3151D7FE458186C879AFD67DD,BEEC2C402E557F6204E8946856C3B18078336AC7,2022-12-04,0,174.0,Apollo,2022-12-07,2022-12-08,1,Blue Bell-Normandy Farm Hotel And Conference Center,40.17872,-75.27607,WV,Travelclick,Independent,,3.5,1401 Morris Road,Blue Bell,PA,19422,US,120.0,120.0,120.0,120.0,USD,Commissionable,Day Of Checkin,Flat,Standard,,"Free Wifi, Free Breakfast, Free Parking,",Health Care,2022-12-06
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,851018C36E5575F9286B7AE3592D73A6C456709E,BEE232857C0BB98BFDB64781E6B340CDC297D283,2022-12-04,0,0.0,Galileo,2022-12-08,2022-12-09,1,Southbank-Mercure Melbourne Southbank (Opening October 2021),-37.8212,144.9654,XM,Mercure,Accor,AC.PA,3.0,9 Riverside Quay,Southbank,VIC,3006,AU,200.88,200.88,293.55,293.55,AUD,Commissionable,,Standard,Standard,"Twin,","Free Wifi, Free Breakfast,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,5724359775BC0EC0B88FA6027787837794F87A51,BEB34636C812AB7B5E8B65DFF0409177C2374F2A,2022-12-04,0,0.0,Apollo,2022-12-06,2022-12-07,1,Lubbock-Courtyard Lubbock Downtown,33.59365,-101.86411,CY,Courtyard By Marriott,Marriott,MAR,3.0,308 Avenue V,Lubbock,TX,79415,US,146.05,146.05,146.05,146.05,USD,Non-commissionable,2 Days Before Checkin,Chainwide,,"King,",,Consumer Discretionary,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,2E9418BF2CC533CE485A0B16060F7E822C22AE08,BE9F638FF080C608BF9FE7E7809C82F46BF43387,2022-12-04,0,0.0,Galileo,2022-12-06,2022-12-07,1,Bordeaux-Hilton Garden Inn Bordeaux Centre,44.82648,-0.54927,GI,Hilton Garden Inn,Hilton,HLT,4.0,17 Allee De Rio,Bordeaux,,33800,FR,113.64,113.64,107.84,107.84,EUR,Non-commissionable,Day Of Checkin,Standard,,,,,
2022-12-05 09:00:00 +0000,2022-12-05 09:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,C5C308374EBA2DDD2D444BF902D534D56843D35C,BE9916CCCE04EB13EAE772C3C63F7781EDC5EEB3,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-06,1,"Cairo-The Nile Ritz-Carlton, Cairo",30.05045,31.23049,RZ,Ritz Carlton Hotels,Marriott,MAR,5.0,1113 Corniche El Nil,Cairo,,12344,EG,134.0,134.0,134.0,134.0,USD,Commissionable,Day Of Checkin,Flat,Standard,"Two Double,","Free Wifi, Free Breakfast,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,D1FE0F22EDCEDE891BC515ED8C59C635DE736D17,BE8A9D1832DF344AE51677E92233C7473E5B1492,2022-12-04,0,0.0,Sabre,2022-12-09,2022-12-10,1,Sydney-Sheraton Grand Sydney Hyde Park,-33.8715,151.21,SI,Sheraton Hotels And Resorts,Marriott,MAR,4.0,161 Elizabeth Street,Sydney,NSW,2000,AU,227.66,227.66,335.0,335.0,AUD,Commissionable,Day Of Checkin,Flat,,"King,","Free Wifi,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,3EBC68CC8719697F13DF3286E88D87C380EB208E,BE7F6C58EFCE340501BE6D9F45F5B931882D0AE1,2022-12-04,0,0.0,Sabre,2022-12-07,2022-12-08,1,Knoxville-Hyatt Place Knoxville/Downtown,35.9646,-83.9174,HY,Hyatt Hotels And Resorts,Hyatt,H,3.0,530 S Gay St,Knoxville,TN,37902,US,109.0,109.0,109.0,109.0,USD,Non-commissionable,Day Of Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",Consumer Staples,
2022-12-05 04:00:00 +0000,2022-12-07 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BE725B61154C1FAE8F741155628423FAE4B2F482,2022-12-04,0,0.0,Sabre,2022-12-18,2022-12-22,4,Sarnia-The Insignia Hotel Sarnia A Tribute Portfolio Hotel,42.9762,-82.406,TX,Tribute Portfolio,Marriott,MAR,3.0,283 Christina Street North,Sarnia,ON,N7T 5V4,CA,140.08,560.31,189.0,756.0,CAD,Commissionable,2 Days Before Checkin,Standard,,"King,",,Industrials,2022-12-06
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BE59EC4DBA750466A1A144894137A8DD33BB995E,2022-12-04,0,0.0,Sabre,2022-12-12,2022-12-15,3,"Chicago-The Ritz-Carlton, Chicago",41.89765,-87.62245,RZ,Ritz Carlton Hotels,Marriott,MAR,5.0,160 East Pearson Street At Water Tower Place,Chicago,IL,60611,US,285.0,855.0,285.0,855.0,USD,Commissionable,Day Of Checkin,Flat,,"King,","Free Wifi,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,C57CCC0015ABE4FEEC1F9F5BFF3355AC538653C0,BE2EDEEA3BB3FA0158A068EA194BEC9413BCCD6F,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-07,2,Singapore-Regent Singapore,1.30469,103.82566,SP,Special Properties Of Intercontinental Hotels,Ihg,IHG,5.0,1 Cuscaden Road,Singapore,,249715,SG,151.6,303.19,205.0,410.0,SGD,Non-commissionable,Day Of Checkin,Flat,Standard,,"Free Wifi, Free Parking,",Information Technology,
2022-12-06 04:00:01 +0000,2022-12-06 04:00:01 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,7E7BE5F0942384044E90967F293BF8BEA1351BE4,BE2BFF25C103F965454D310AA5FC38CCBAF91ADB,2022-12-04,0,0.0,Galileo,2022-12-07,2022-12-13,6,Riyadh-Courtyard Riyadh Diplomatic Quarter,24.66576,46.62406,CY,Courtyard By Marriott,Marriott,MAR,4.0,"Al-hada District, Abdullah Bin Hothafa,al-sahmi Street",Riyadh,,11546,SA,288.75,1732.48,1085.14,6510.84,SAR,Non-commissionable,Day Of Checkin,Property Dynamic,Standard,"King,","Free Wifi, Free Breakfast, Free Parking,",Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,F9FFA38DAAF1E30FDE701AB1F225804CFCCD1544,FA483329EB09B529D743A6FD0006F61FEEDAF040,BE2597DEB31815BEEACC137FF5DCDBA8D83B2C55,2022-12-04,0,0.0,Sabre,2022-12-05,2022-12-08,3,Pittsburgh-Hyatt Regency Pittsburgh Intl Airport,40.4963,-80.25892,HY,Hyatt Hotels And Resorts,Hyatt,H,3.5,1111 Airport Blvd,Pittsburgh,PA,15231,US,180.85,542.55,180.85,542.55,USD,Commissionable,Day Of Checkin,Chainwide,Standard,"King,",,Industrials,
